Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,30,4,0,1,0.05666542,0.86558,0.02789162,295.8163,359.1672,44.10249,0.1167944,0.7882617,-0.0108457,15.01377,-13.61153,-29.53474,Start
0.0004882813,30,4,0,1,0.05666542,0.86558,0.02789162,295.8163,359.1672,44.10249,0.1167944,0.7882617,-0.0108457,15.01377,-13.61153,-29.53474,Nothing
0.02789307,30,4,0,1,0.05903624,0.8650571,0.03088263,296.2527,359.4415,43.15005,0.1181474,0.786921,-0.01083276,15.34667,-12.81756,-30.19193,Nothing
0.03833008,30,4,0,1,0.05825679,0.8656054,0.03027679,296.1461,359.161,43.61288,0.1186025,0.7868372,-0.01088269,15.41797,-13.26723,-30.3451,Nothing
0.04260254,30,4,0,1,0.05829407,0.8657015,0.03040947,296.148,359.0433,43.67952,0.1185762,0.7867085,-0.0108175,15.38125,-13.233,-30.4421,Nothing
0.0567627,30,4,0,1,0.05821089,0.8657303,0.03042488,296.1336,358.9296,43.70688,0.118426,0.7864541,-0.01070761,15.31896,-13.22549,-30.53165,Nothing
0.06524658,30,4,0,1,0.05808647,0.8656819,0.03014755,296.1053,358.9169,43.76773,0.118276,0.7864093,-0.01063335,15.2372,-13.2985,-30.47935,Nothing
0.07397461,30,4,0,1,0.05791758,0.8656414,0.02981839,296.055,358.9255,43.82589,0.1181987,0.7863519,-0.0105828,15.1844,-13.40648,-30.42589,Nothing
0.08178711,30,4,0,1,0.05769803,0.8656588,0.02945256,296.003,358.937,43.90686,0.1179611,0.7863348,-0.01055106,15.09358,-13.50145,-30.37456,Nothing
0.08996582,30,4,0,1,0.0574574,0.8656406,0.02903123,295.9462,358.9939,43.97923,0.1177072,0.7862898,-0.01037185,14.96386,-13.65586,-30.28383,Nothing
0.1157837,30,4,0,1,0.05716044,0.8656962,0.02864094,295.9004,359.017,44.07861,0.1175228,0.7862749,-0.01030508,14.88117,-13.80958,-30.23378,Nothing
0.1208496,30,4,0,1,0.05642323,0.8657691,0.02759168,295.7856,359.0864,44.34286,0.1171577,0.7861875,-0.01006826,14.6609,-14.25264,-30.08189,Nothing
0.1322021,30,4,0,1,0.05654287,0.8655504,0.02745934,295.7745,359.2341,44.2814,0.1170417,0.7861502,-0.009931693,14.57533,-14.27569,-29.96315,Nothing
0.1404419,30,4,0,1,0.05832499,0.8650559,0.02861829,295.9217,359.6375,43.45852,0.1169456,0.7861801,-0.009856731,14.51675,-13.54173,-29.89898,Nothing
0.1481323,30,4,0,1,0.05800664,0.865248,0.02863769,295.9264,359.4873,43.62413,0.1168935,0.7862366,-0.009800404,14.52738,-13.61243,-29.95806,Nothing
0.1569824,30,4,0,1,0.05785558,0.8652726,0.02855058,295.9414,359.5254,43.65129,0.11682,0.7862633,-0.009706389,14.49525,-13.69794,-29.92486,Nothing
0.1657715,30,4,0,1,0.05759728,0.8653634,0.0282401,295.9194,359.5474,43.74326,0.1167259,0.7863151,-0.00965168,14.44016,-13.84529,-29.8793,Nothing
0.1862793,30,4,0,1,0.05753051,0.865271,0.02802129,295.9001,359.6759,43.68658,0.1166069,0.7863277,-0.009637617,14.403,-13.90143,-29.79292,Nothing
0.1908569,30,4,0,1,0.05719462,0.8653628,0.02756016,295.9079,359.905,43.72054,0.1161723,0.7864373,-0.009608127,14.25338,-14.08416,-29.67953,Nothing
0.1987915,30,4,0,1,0.05695391,0.8654882,0.02745493,295.9263,359.9158,43.80734,0.1159195,0.7862911,-0.009494659,14.14766,-14.19137,-29.72831,Nothing
0.2062378,30,4,0,1,0.05677964,0.8654816,0.0276226,295.9685,359.9073,43.82217,0.1156199,0.7862171,-0.009385716,14.10397,-14.1724,-29.75862,Nothing
0.21521,30,4,0,1,0.05688705,0.865583,0.0279955,296.0384,359.8459,43.81527,0.1152542,0.7860361,-0.009208241,13.97978,-14.04972,-29.88269,Nothing
0.2231445,30,4,0,1,0.05687387,0.8655537,0.02823076,296.0829,359.8462,43.81148,0.1149301,0.7859331,-0.009033583,13.89328,-13.98722,-29.91373,Nothing
0.2319946,30,4,0,1,0.0570669,0.8656114,0.02861196,296.1369,359.7712,43.78878,0.1145768,0.7859246,-0.008885223,13.79079,-13.80135,-29.97942,Nothing
0.2405396,30,4,0,1,0.05729283,0.8656439,0.02896635,296.1912,359.7334,43.73373,0.1142847,0.7859858,-0.008767076,13.71104,-13.61773,-30.01098,Nothing
0.2489624,30,4,0,1,0.05742076,0.865723,0.02925195,296.2502,359.7253,43.68365,0.1139671,0.7860432,-0.008647718,13.62451,-13.4864,-30.04311,Nothing
0.2650146,30,4,0,1,0.05757441,0.865757,0.02948798,296.2858,359.7137,43.63942,0.1137247,0.7863292,-0.00858538,13.58718,-13.32654,-29.99365,Nothing
0.2702026,30,4,0,1,0.0578202,0.8657652,0.02969615,296.3152,359.7523,43.53818,0.1133592,0.7866668,-0.008488804,13.50481,-13.12464,-29.90385,Nothing
0.2817383,30,4,0,1,0.05828807,0.8653301,0.02956422,296.2605,359.9585,43.28397,0.1130786,0.7871898,-0.008403797,13.44304,-12.88917,-29.54909,Nothing
0.2905884,30,4,0,1,0.05866191,0.8650783,0.02957666,296.2491,0.1512518,43.0679,0.1128627,0.7875423,-0.008339107,13.39378,-12.71272,-29.32944,Nothing
0.2980957,30,4,0,1,0.05886558,0.8651664,0.02985927,296.3368,0.2389279,42.96492,0.1126488,0.7879873,-0.008204967,13.34725,-12.58384,-29.23053,Nothing
0.3131714,30,4,0,1,0.05912492,0.865266,0.0304947,296.4553,0.2006174,42.90589,0.1122974,0.788465,-0.008151527,13.3287,-12.28732,-29.20912,Nothing
0.3243408,30,4,0,1,0.05955623,0.8654548,0.03133999,296.5743,0.06398359,42.82628,0.1117371,0.7891428,-0.008081697,13.27186,-11.80691,-29.19792,Nothing
0.3531494,30,4,0,1,0.06053005,0.8652914,0.03202258,296.5849,0.03635835,42.53707,0.1108255,0.7901382,-0.007997895,13.09832,-11.03596,-28.94072,Nothing
0.3577881,30,4,0,1,0.0613441,0.8649458,0.03176896,296.4794,0.1728244,42.22017,0.108458,0.7929443,-0.008220669,12.70988,-9.896493,-27.95861,Nothing
0.3647461,30,4,0,1,0.06173104,0.8648384,0.03156458,296.4377,0.2530313,42.08603,0.1077845,0.7936699,-0.00834088,12.54783,-9.561833,-27.68196,Nothing
0.3733521,30,4,0,1,0.06235257,0.8645455,0.03098863,296.2752,0.3271834,41.95446,0.1071962,0.7948239,-0.008544587,12.38768,-9.145178,-27.17294,Nothing
0.3817749,30,4,0,1,0.06288722,0.864248,0.03064798,296.1605,0.4245177,41.78123,0.1068042,0.7960393,-0.008797627,12.35238,-8.738779,-26.68455,Nothing
0.3897705,30,4,0,1,0.06371024,0.8636164,0.02996428,295.9551,0.6126911,41.51691,0.1065638,0.7974159,-0.009067882,12.30389,-8.299878,-25.98273,Nothing
0.3978271,30,4,0,1,0.06406152,0.8629315,0.02864681,295.6683,0.9813241,41.18683,0.1066839,0.7990649,-0.009569906,12.44397,-8.124283,-25.09668,Nothing
0.4133301,30,4,0,1,0.06418787,0.8623699,0.02710298,295.3761,1.321159,40.97046,0.1068102,0.8007396,-0.01020839,12.58949,-8.048962,-24.22921,Nothing
0.418396,30,4,0,1,0.06379573,0.8618329,0.02460909,294.8917,1.642759,40.95723,0.1068474,0.8028771,-0.0110365,12.738,-8.180333,-23.10982,Nothing
0.4316406,30,4,0,1,0.06335607,0.8613008,0.02162673,294.2921,1.860249,41.06631,0.1071316,0.8059564,-0.01245889,13.06263,-8.229821,-21.72162,Nothing
0.4400024,30,4,0,1,0.06186885,0.8613548,0.01887958,293.7645,1.67438,41.73377,0.107229,0.8079035,-0.01332252,13.26316,-8.774991,-20.86519,Nothing
0.4480591,30,4,0,1,0.06058493,0.8613054,0.0165146,293.3166,1.436058,42.40407,0.1072868,0.8097709,-0.01430968,13.48268,-9.169816,-20.08405,Nothing
0.4564209,30,4,0,1,0.05873224,0.8613893,0.01373152,292.8147,1.040057,43.37075,0.107355,0.8118564,-0.0154005,13.74304,-9.788446,-19.25099,Nothing
0.4647217,30,4,0,1,0.05721252,0.8613217,0.01132409,292.362,0.8691102,43.95592,0.1073074,0.8138241,-0.01629568,13.96175,-10.26558,-18.4124,Nothing
0.4732666,30,4,0,1,0.05564141,0.8610158,0.00852558,291.8652,0.7294398,44.62289,0.1074154,0.8157777,-0.01739751,14.1861,-10.84867,-17.47665,Nothing
0.4971313,30,4,0,1,0.0541895,0.8603089,0.0054712,291.3263,0.8869653,45.02777,0.1075146,0.8175391,-0.01832848,14.30945,-11.51147,-16.38961,Nothing
0.501709,30,4,0,1,0.05050488,0.8568189,-0.00317359,289.8412,2.939084,44.715,0.1082759,0.8214882,-0.02064183,14.5492,-13.62436,-12.97321,Nothing
0.5149536,30,4,0,1,0.04827243,0.8543726,-0.008997291,288.8207,4.483493,44.35945,0.1091894,0.8240415,-0.02229159,14.60302,-15.11124,-10.69466,Nothing
0.5228882,30,4,0,1,0.04726456,0.8529796,-0.0121417,288.2119,5.098414,44.3136,0.1100981,0.8255118,-0.0233304,14.68595,-15.90779,-9.463948,Nothing
0.5313721,30,4,0,1,0.04646128,0.8516037,-0.01498272,287.5912,5.817468,43.9955,0.1107114,0.827121,-0.0245271,14.79782,-16.44147,-8.24297,Nothing
0.539856,30,4,0,1,0.04544514,0.8507261,-0.01749399,287.0742,6.073408,44.10249,0.1112808,0.8287897,-0.02577904,14.96457,-16.9768,-7.25815,Nothing
0.5480347,30,4,0,1,0.04446089,0.8497165,-0.01987526,286.5899,6.095047,44.37725,0.1118199,0.830327,-0.02703082,15.13947,-17.4647,-6.315658,Nothing
0.5565186,30,4,0,1,0.04421872,0.8485704,-0.02189368,286.0415,6.222521,44.31707,0.1121995,0.8318113,-0.02814374,15.24389,-17.61359,-5.368734,Nothing
0.5811768,30,4,0,1,0.04316416,0.8471926,-0.0244409,285.472,6.732142,44.09426,0.11225,0.8332818,-0.02934038,15.2816,-18.03846,-4.265862,Nothing
0.5859985,30,4,0,1,0.04263615,0.8436296,-0.02978607,284.2231,8.556838,42.65181,0.1123663,0.8365657,-0.03158575,14.99361,-18.46734,-1.610359,Nothing
0.5985107,30,4,0,1,0.04215717,0.840697,-0.03364441,283.3735,10.45293,41.18675,0.1121846,0.8383223,-0.0326468,14.47315,-18.92922,0.2908638,Nothing
