Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,4,0,1,0,0.3612069,1.010401,-0.02548448,0.6000236,348.7776,9.829236,0.3632981,0.9513561,-0.1044962,-2.71936,-6.604135,-9.001183,Start
4.615356,4,0,1,0,0.3612069,1.010401,-0.02548448,0.6000236,348.7776,9.829236,0.3632981,0.9513561,-0.1044962,-2.71936,-6.604135,-9.001183,Nothing
4.694946,4,0,1,0,0.393259,0.9457482,-0.01857269,19.51226,1.884603,3.117045,0.3601553,0.9291086,-0.08638086,-1.124962,-1.262883,-2.028456,Nothing
4.701355,4,0,1,0,0.3931417,0.946125,-0.01956634,19.3555,1.96408,2.988239,0.3619501,0.9305044,-0.08767094,-1.051445,-1.233733,-2.052428,Nothing
4.710205,4,0,1,0,0.3929827,0.946472,-0.0197584,19.29334,1.965968,2.987141,0.3624215,0.9307997,-0.08794031,-1.029747,-1.234962,-2.055065,Nothing
4.720032,4,0,1,0,0.3928577,0.9468457,-0.01999914,19.22485,1.960066,2.987278,0.3629346,0.931004,-0.08833183,-1.008284,-1.24051,-2.058761,Nothing
4.725647,4,0,1,0,0.392687,0.9472465,-0.02013338,19.1466,1.930243,2.990209,0.3634068,0.9313401,-0.0884788,-0.9875818,-1.240559,-2.059045,Nothing
4.733154,4,0,1,0,0.3924553,0.947721,-0.02030924,19.06177,1.896256,3.001261,0.3639972,0.9316258,-0.08859441,-0.9613447,-1.243654,-2.055505,Nothing
4.742004,4,0,1,0,0.392198,0.9481502,-0.02044038,18.94995,1.85757,3.001944,0.3645988,0.9320142,-0.08868618,-0.9335054,-1.241461,-2.054826,Nothing
4.750427,4,0,1,0,0.3919976,0.9485794,-0.02059463,18.85855,1.824861,3.006186,0.365366,0.932224,-0.0886809,-0.9021879,-1.244596,-2.047833,Nothing
4.757935,4,0,1,0,0.3917027,0.9492212,-0.02085382,18.73323,1.79906,3.027091,0.3659871,0.9325068,-0.08869375,-0.8729286,-1.249844,-2.037452,Nothing
4.768311,4,0,1,0,0.3913972,0.949843,-0.02120787,18.58734,1.785239,3.046391,0.3666822,0.9330061,-0.08890142,-0.839766,-1.248116,-2.033471,Nothing
4.775879,4,0,1,0,0.3910069,0.9504972,-0.02177987,18.40192,1.821279,3.075154,0.3675621,0.9333105,-0.08883659,-0.7961549,-1.247672,-2.012373,Nothing
4.784241,4,0,1,0,0.3908173,0.9509471,-0.02234637,18.24951,1.834771,3.07846,0.3681343,0.9336477,-0.08889753,-0.7698541,-1.24172,-1.997556,Nothing
4.792786,4,0,1,0,0.3905288,0.9514952,-0.02281109,18.09512,1.837917,3.0833,0.3689218,0.9338905,-0.08895872,-0.7335653,-1.24351,-1.983572,Nothing
4.801208,4,0,1,0,0.3902159,0.9520144,-0.02340227,17.90483,1.843238,3.091563,0.3695352,0.9341819,-0.08907837,-0.7022143,-1.240666,-1.969185,Nothing
4.808838,4,0,1,0,0.3899177,0.9524624,-0.02388824,17.75528,1.846375,3.086855,0.3701327,0.9346982,-0.0892237,-0.6712024,-1.231171,-1.961233,Nothing
4.816589,4,0,1,0,0.3896031,0.9529268,-0.02428743,17.61213,1.820657,3.076227,0.370698,0.9349977,-0.08938298,-0.642101,-1.230462,-1.953702,Nothing
4.824951,4,0,1,0,0.3892651,0.9533166,-0.02472029,17.44486,1.789729,3.047661,0.3713223,0.935308,-0.08953597,-0.6098301,-1.22607,-1.946171,Nothing
4.833923,4,0,1,0,0.3890035,0.9537187,-0.02499101,17.31728,1.740914,3.028888,0.3718396,0.9356503,-0.08981466,-0.5846046,-1.224897,-1.9474,Nothing
4.843994,4,0,1,0,0.3886482,0.9541464,-0.02534682,17.16878,1.695495,3.015391,0.3723935,0.9359103,-0.09010968,-0.5550947,-1.225994,-1.945695,Nothing
4.850464,4,0,1,0,0.3882955,0.9546408,-0.02566653,17.0357,1.655803,3.017895,0.3729171,0.9362329,-0.09034856,-0.5268703,-1.227392,-1.943087,Nothing
4.859619,4,0,1,0,0.387923,0.9552342,-0.02605028,16.8829,1.626734,3.037457,0.3733544,0.9365401,-0.09068958,-0.5010116,-1.232065,-1.941209,Nothing
4.867432,4,0,1,0,0.3875937,0.9558066,-0.02663724,16.72747,1.662849,3.069819,0.3737548,0.9367321,-0.09111322,-0.4758686,-1.23862,-1.935095,Nothing
4.87561,4,0,1,0,0.3872375,0.9564252,-0.02717581,16.5484,1.677917,3.107456,0.3740755,0.9370824,-0.09159545,-0.4531743,-1.241613,-1.934027,Nothing
4.882935,4,0,1,0,0.3869674,0.9569675,-0.02767704,16.39923,1.690958,3.142798,0.3743572,0.9372677,-0.09192979,-0.435053,-1.2473,-1.927948,Nothing
4.891785,4,0,1,0,0.386674,0.957635,-0.02802669,16.23536,1.675689,3.193225,0.3747632,0.9376228,-0.09234596,-0.4130998,-1.253355,-1.930003,Nothing
4.899414,4,0,1,0,0.3864053,0.9581628,-0.02837149,16.09633,1.658183,3.222375,0.374923,0.9379247,-0.09282734,-0.3998791,-1.25781,-1.934924,Nothing
4.907898,4,0,1,0,0.3861237,0.9586818,-0.02866483,15.95714,1.618276,3.258264,0.3750593,0.9382213,-0.09336433,-0.3879827,-1.26301,-1.943329,Nothing
4.916077,4,0,1,0,0.3859016,0.9591566,-0.02901107,15.82784,1.610484,3.283876,0.3749212,0.9385945,-0.09403824,-0.385783,-1.264968,-1.955925,Nothing
4.9245,4,0,1,0,0.3857226,0.9595344,-0.02968888,15.6679,1.661769,3.276655,0.3749833,0.9388482,-0.09464467,-0.3753594,-1.263572,-1.956049,Nothing
4.933655,4,0,1,0,0.3855655,0.9599261,-0.03014926,15.52095,1.681976,3.298149,0.3749529,0.9392493,-0.09517524,-0.370386,-1.259042,-1.96171,Nothing
