Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,23,0,2,2,0.671213,1.015676,-0.02095249,354.5117,21.01821,202.6345,0.7024646,0.8837435,-0.07278663,0.1739247,4.65906,-1.696128,Start
0.0001831055,23,0,2,2,0.671213,1.015676,-0.02095249,354.5117,21.01821,202.6345,0.7024646,0.8837435,-0.07278663,0.1739247,4.65906,-1.696128,Nothing
0.007568359,23,0,2,2,0.6707428,1.017502,-0.02216467,354.8007,21.54795,204.3144,0.7023987,0.8836451,-0.07285536,0.3337337,4.728243,-1.623697,Nothing
0.01654053,23,0,2,2,0.6705276,1.017777,-0.02235672,354.8485,21.67062,204.6973,0.7023791,0.8835515,-0.07286927,0.3656119,4.742228,-1.609519,Nothing
0.02474976,23,0,2,2,0.6707103,1.017775,-0.02215877,354.8969,21.73694,204.9889,0.7023236,0.8835981,-0.07299009,0.3911329,4.738224,-1.616784,Nothing
0.0335083,23,0,2,2,0.670229,1.017949,-0.0220826,354.8871,21.72378,205.202,0.7023095,0.8835908,-0.07302838,0.3968616,4.749065,-1.616206,Nothing
0.04162598,23,0,2,2,0.6700343,1.018249,-0.02178413,354.9052,21.72339,205.5164,0.7022818,0.8836223,-0.07306013,0.4182078,4.758933,-1.623958,Nothing
0.05004883,23,0,2,2,0.6697643,1.018512,-0.02171826,354.9137,21.72463,205.7382,0.7022784,0.8835505,-0.07305821,0.4333608,4.771917,-1.622937,Nothing
0.05895996,23,0,2,2,0.6695465,1.018373,-0.0214863,354.9081,21.70277,205.8194,0.7022664,0.8835395,-0.07305154,0.4299112,4.770674,-1.628163,Nothing
0.0664978,23,0,2,2,0.6694394,1.018509,-0.02140269,354.9099,21.70978,205.9103,0.7023043,0.8835756,-0.07296926,0.4347726,4.775333,-1.626332,Nothing
0.07476807,23,0,2,2,0.6692022,1.018489,-0.02136876,354.8942,21.72103,206.0172,0.7022275,0.8836178,-0.07293376,0.4378768,4.774733,-1.624969,Nothing
0.08306885,23,0,2,2,0.6691088,1.018576,-0.0211854,354.8887,21.71607,206.0772,0.7022318,0.8836074,-0.07287748,0.4400251,4.778921,-1.628635,Nothing
0.09164429,23,0,2,2,0.6691078,1.018557,-0.02124912,354.8536,21.75385,206.0988,0.7022257,0.8836237,-0.07285362,0.4414206,4.776863,-1.627449,Nothing
0.1001587,23,0,2,2,0.6693316,1.018638,-0.02142519,354.8355,21.86227,206.1132,0.7022794,0.8835369,-0.07284107,0.450116,4.779572,-1.62236,Nothing
0.1083069,23,0,2,2,0.6695536,1.018785,-0.02178413,354.7809,22.01504,206.1909,0.7022532,0.8836017,-0.07282235,0.4661944,4.776984,-1.613632,Nothing
0.1165466,23,0,2,2,0.6697094,1.019345,-0.02215651,354.6742,22.14877,206.3055,0.702283,0.8836635,-0.07285635,0.4874464,4.787159,-1.610593,Nothing
0.1306152,23,0,2,2,0.6696352,1.02026,-0.02264383,354.4611,22.26013,206.4639,0.7022876,0.883702,-0.07288095,0.5131807,4.808216,-1.611394,Nothing
0.1419983,23,0,2,2,0.6693162,1.02173,-0.02340561,354.0671,22.39184,206.6331,0.7023012,0.8836576,-0.07290819,0.5436532,4.847226,-1.616625,Nothing
0.1497498,23,0,2,2,0.6693553,1.02195,-0.02382499,353.9697,22.53217,206.6621,0.7022954,0.8836347,-0.07293101,0.5527505,4.851645,-1.609297,Nothing
0.1583862,23,0,2,2,0.6695939,1.022187,-0.02428865,353.9557,22.71419,206.7274,0.7023225,0.8835806,-0.07296391,0.5712001,4.857072,-1.595414,Nothing
0.1664429,23,0,2,2,0.6698917,1.022001,-0.02476352,354.0298,22.91993,206.8152,0.7022903,0.8835549,-0.07297881,0.5890636,4.848972,-1.572878,Nothing
0.1748047,23,0,2,2,0.6700267,1.021303,-0.02495196,354.2078,23.03881,206.8721,0.7021721,0.8834767,-0.07290792,0.5951234,4.830523,-1.548292,Nothing
0.1832886,23,0,2,2,0.6698042,1.020939,-0.02497551,354.3471,23.05844,206.9016,0.7021401,0.8834208,-0.07289299,0.5895566,4.827251,-1.531812,Nothing
0.1931152,23,0,2,2,0.6693083,1.02074,-0.02467924,354.3562,22.96527,206.876,0.7020922,0.8833017,-0.07287204,0.5717334,4.832056,-1.536174,Nothing
0.2096863,23,0,2,2,0.6677667,1.022953,-0.02379796,353.7218,22.5228,206.7869,0.7021066,0.8831279,-0.07282087,0.5459849,4.91133,-1.61421,Nothing
0.2253723,23,0,2,2,0.6671763,1.022699,-0.02356963,353.6563,22.38606,206.5181,0.7020645,0.8829629,-0.07290504,0.5036251,4.917176,-1.625975,Nothing
0.23349,23,0,2,2,0.6679059,1.021998,-0.02393237,353.6967,22.59828,206.2944,0.7020512,0.8828527,-0.07295942,0.4973326,4.892393,-1.614095,Nothing
0.2411499,23,0,2,2,0.6679768,1.022292,-0.02431701,353.6403,22.69434,206.227,0.7020358,0.8827669,-0.07300609,0.50198,4.902008,-1.607739,Nothing
0.2498474,23,0,2,2,0.6681207,1.022141,-0.02448101,353.6207,22.76167,206.1565,0.7020022,0.8827189,-0.07302595,0.4999662,4.896676,-1.604741,Nothing
0.2578125,23,0,2,2,0.6682615,1.021752,-0.02422059,353.6829,22.79461,206.2655,0.7019721,0.882665,-0.07306586,0.5051836,4.885647,-1.609144,Nothing
0.2679443,23,0,2,2,0.6681337,1.021682,-0.02408502,353.7036,22.79993,206.4151,0.7019506,0.8825766,-0.07310139,0.5131792,4.887568,-1.611355,Nothing
0.2875977,23,0,2,2,0.6676096,1.021221,-0.02339193,353.8042,22.68036,206.6821,0.7019,0.8825251,-0.0731791,0.5095432,4.883349,-1.623266,Nothing
0.2918396,23,0,2,2,0.6673715,1.020965,-0.02309521,353.8478,22.62769,206.8079,0.7018488,0.8825034,-0.07320909,0.5085955,4.879459,-1.628312,Nothing
0.2997437,23,0,2,2,0.667063,1.020831,-0.0228861,353.8684,22.58775,206.9148,0.7018162,0.8824704,-0.07324961,0.5061579,4.880489,-1.631729,Nothing
0.3085327,23,0,2,2,0.6666842,1.02087,-0.02261436,353.8529,22.53394,207.0303,0.7018992,0.8825498,-0.07327427,0.4994426,4.885292,-1.637757,Nothing
0.3164368,23,0,2,2,0.6661782,1.020986,-0.02224162,353.8141,22.4596,207.1744,0.701912,0.8825687,-0.07331385,0.4942538,4.894425,-1.649722,Nothing
0.324585,23,0,2,2,0.6654233,1.021334,-0.02169952,353.7431,22.32454,207.396,0.7019119,0.8826019,-0.07338755,0.4905756,4.912219,-1.670378,Nothing
0.3328247,23,0,2,2,0.664549,1.021812,-0.02110738,353.6723,22.198,207.7116,0.701965,0.8826276,-0.07336534,0.493062,4.936094,-1.687777,Nothing
0.3425293,23,0,2,2,0.6637349,1.022193,-0.02058801,353.6335,22.09665,208.0875,0.7020063,0.882768,-0.07335921,0.5004007,4.952995,-1.700291,Nothing
0.3585815,23,0,2,2,0.662663,1.022619,-0.0197883,353.6494,22.01709,208.8836,0.7020653,0.8828919,-0.07323719,0.5363131,4.974761,-1.7097,Nothing
0.3665161,23,0,2,2,0.6622172,1.022957,-0.0194838,353.7362,22.09036,209.5562,0.7021338,0.8829406,-0.07311331,0.5834568,4.989151,-1.700444,Nothing
0.3747253,23,0,2,2,0.6618715,1.023439,-0.01928622,353.7896,22.15776,210.2053,0.7022067,0.8829709,-0.07302151,0.6348557,5.005311,-1.693483,Nothing
0.3833618,23,0,2,2,0.6613906,1.023841,-0.01906264,353.8637,22.27885,211.09,0.7022624,0.883018,-0.07295018,0.7014143,5.018759,-1.682502,Nothing
0.3912048,23,0,2,2,0.6610717,1.02426,-0.01883765,353.9698,22.45325,211.942,0.7023351,0.8830631,-0.07288875,0.7693343,5.031306,-1.669227,Nothing
0.3995972,23,0,2,2,0.6610501,1.024658,-0.01890215,354.091,22.71127,212.828,0.7023847,0.8831013,-0.07285123,0.8511651,5.03652,-1.647456,Nothing
0.4082947,23,0,2,2,0.6610988,1.024961,-0.01901123,354.2328,23.00791,213.7485,0.7023879,0.883095,-0.07276567,0.9393581,5.036718,-1.621021,Nothing
0.4165039,23,0,2,2,0.6611341,1.025373,-0.01921692,354.4203,23.39776,214.8892,0.7024582,0.8831413,-0.07269582,1.046697,5.036291,-1.584051,Nothing
0.4260254,23,0,2,2,0.6610566,1.025825,-0.01935305,354.5599,23.70567,215.8361,0.7025459,0.8832323,-0.07264162,1.133374,5.037828,-1.554663,Nothing
0.4459839,23,0,2,2,0.6602771,1.027338,-0.01933375,354.7253,24.21421,217.8315,0.7026907,0.8834072,-0.0725929,1.310502,5.060468,-1.513351,Nothing
0.4498291,23,0,2,2,0.6596444,1.028329,-0.01924732,354.8522,24.46592,219.0998,0.7027269,0.8834947,-0.07252498,1.424748,5.074169,-1.487572,Nothing
0.4581299,23,0,2,2,0.659066,1.029027,-0.01907384,354.9419,24.66275,220.1032,0.7028049,0.8835858,-0.07248698,1.509087,5.08355,-1.469515,Nothing
0.4665527,23,0,2,2,0.6581539,1.029811,-0.01870427,355.0488,24.8277,221.3356,0.7028788,0.8836684,-0.07245022,1.607416,5.09585,-1.452615,Nothing
0.475708,23,0,2,2,0.6570572,1.030662,-0.01812783,355.2431,25.04835,222.8268,0.7029454,0.8838186,-0.07241949,1.724433,5.106437,-1.429792,Nothing
0.4831543,23,0,2,2,0.6562074,1.031074,-0.01776996,355.3963,25.2441,224.0103,0.7030393,0.8839293,-0.07242242,1.812623,5.10677,-1.407349,Nothing
0.4945374,23,0,2,2,0.6552044,1.031096,-0.01676568,355.8332,25.49039,225.698,0.7032574,0.8840233,-0.07243925,1.928019,5.097427,-1.373394,Nothing
0.5136719,23,0,2,2,0.6541991,1.030211,-0.01519625,356.9102,26.34032,229.0678,0.7034487,0.8842312,-0.07231794,2.167257,5.022898,-1.27026,Nothing
0.525116,23,0,2,2,0.6544333,1.029702,-0.01502171,357.6919,27.41637,232.0412,0.7035123,0.8843597,-0.07217915,2.413853,4.912606,-1.161056,Nothing
0.5330811,23,0,2,2,0.6542748,1.029884,-0.01476777,358.0316,27.9764,233.708,0.7035993,0.8844791,-0.07212912,2.55167,4.86211,-1.110749,Nothing
0.541748,23,0,2,2,0.6545579,1.030648,-0.01510717,358.285,28.90703,236.0468,0.703679,0.8846768,-0.07205422,2.768116,4.769947,-1.041234,Nothing
0.5497131,23,0,2,2,0.654597,1.031407,-0.01537287,358.4615,29.63541,237.9893,0.7037407,0.8848768,-0.07200029,2.944627,4.691203,-0.9858845,Nothing
0.5578918,23,0,2,2,0.6546819,1.032204,-0.01561064,358.5888,30.38028,239.8984,0.7038519,0.8850641,-0.07199278,3.116327,4.608945,-0.9361525,Nothing
0.56604,23,0,2,2,0.6548326,1.032516,-0.01585692,358.8395,31.13496,241.808,0.7039316,0.8852831,-0.07196109,3.273575,4.50941,-0.8754263,Nothing
0.574646,23,0,2,2,0.6548369,1.032847,-0.0159795,359.0933,32.03578,244.0552,0.7040139,0.8855192,-0.071914,3.450036,4.390917,-0.808663,Nothing
0.5832825,23,0,2,2,0.6551241,1.032278,-0.01612446,359.5179,32.78763,245.714,0.7041294,0.8858443,-0.07185045,3.55321,4.279678,-0.7362779,Nothing
0.5958252,23,0,2,2,0.6553836,1.031423,-0.01606213,-0.004620623,33.50936,247.4664,0.7042722,0.8861912,-0.07183884,3.647611,4.161273,-0.6674498,Nothing
0.6007385,23,0,2,2,0.6553734,1.030321,-0.01569287,0.5740614,34.36943,249.688,0.7044366,0.8866513,-0.07174088,3.754994,4.019019,-0.5853171,Nothing
0.6158447,23,0,2,2,0.6554006,1.027302,-0.0145251,1.758705,35.73428,253.5316,0.7047564,0.8875918,-0.07171924,3.882993,3.766315,-0.4547623,Nothing
0.624176,23,0,2,2,0.6556972,1.025923,-0.01424536,2.260055,36.51891,255.5013,0.7049844,0.8881845,-0.07170497,3.944757,3.625619,-0.3897428,Nothing
0.632843,23,0,2,2,0.6562248,1.024899,-0.01422065,2.633188,37.365,257.3985,0.7052832,0.8888746,-0.0717082,4.00592,3.483007,-0.3298694,Nothing
0.6408691,23,0,2,2,0.6570196,1.02438,-0.01464,2.865995,38.32924,259.2817,0.7055755,0.8895773,-0.07168248,4.078984,3.327698,-0.2691822,Nothing
