Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,25,2,3,0,0.3898579,0.9206504,0.2354655,10.31504,347.881,16.10654,0.4565499,0.7940768,0.1884981,0.1064302,-0.9882139,-0.2468072,Start
3.453148,25,2,3,0,0.3898579,0.9206504,0.2354655,10.31504,347.881,16.10654,0.4565499,0.7940768,0.1884981,0.1064302,-0.9882139,-0.2468072,Nothing
3.482681,25,2,3,0,0.3885877,0.9214811,0.2377694,11.10389,347.9713,16.33678,0.4557154,0.7935786,0.1893087,0.1497929,-1.50388,-0.363231,Nothing
3.487846,25,2,3,0,0.388604,0.9214027,0.2378752,11.10275,347.9501,16.31863,0.4557365,0.7936124,0.1893206,0.1501548,-1.502853,-0.3646151,Nothing
3.499165,25,2,3,0,0.3886477,0.9214053,0.2378023,11.09058,347.9569,16.31253,0.4557397,0.7935667,0.1893799,0.1502342,-1.502941,-0.3633736,Nothing
3.511494,25,2,3,0,0.388759,0.9213237,0.2376925,11.07394,347.9655,16.29548,0.4557632,0.7935815,0.1893685,0.1505011,-1.501476,-0.3627383,Nothing
3.520187,25,2,3,0,0.3887985,0.9213101,0.2376632,11.05685,347.9767,16.29682,0.4557697,0.7935858,0.1893573,0.1504025,-1.50109,-0.3628364,Nothing
3.527416,25,2,3,0,0.3889061,0.9212392,0.2375769,11.04917,347.9742,16.27761,0.4558551,0.7936369,0.1893589,0.1512506,-1.499638,-0.3623791,Nothing
3.534817,25,2,3,0,0.3889521,0.9212118,0.2375367,11.04025,347.9769,16.26918,0.4558533,0.7936453,0.1893651,0.1512836,-1.499011,-0.3620863,Nothing
3.543186,25,2,3,0,0.388969,0.9211781,0.2374236,11.03259,347.9851,16.25492,0.4559162,0.7936857,0.1892339,0.1523577,-1.498394,-0.362612,Nothing
3.552071,25,2,3,0,0.3890104,0.921151,0.2374026,11.02571,347.9838,16.24579,0.4559151,0.7936926,0.1892174,0.1522998,-1.497858,-0.3627245,Nothing
3.559868,25,2,3,0,0.3890076,0.9211069,0.2374221,11.02018,347.9788,16.24783,0.4559365,0.7936951,0.1891891,0.1524363,-1.497512,-0.3635176,Nothing
3.56842,25,2,3,0,0.3890189,0.9211043,0.2374171,11.00982,347.9684,16.2471,0.4559119,0.7937276,0.1892047,0.1521721,-1.496958,-0.3636611,Nothing
3.576965,25,2,3,0,0.3889799,0.9211467,0.2374363,11.00969,347.9615,16.25939,0.4558582,0.7937399,0.1892137,0.1515251,-1.497236,-0.3637426,Nothing
3.585804,25,2,3,0,0.3889785,0.9212278,0.2374141,11.01749,347.9663,16.26947,0.4558781,0.7937236,0.1892116,0.1512811,-1.498296,-0.3631647,Nothing
3.593746,25,2,3,0,0.3889884,0.9212288,0.237411,11.02182,347.9736,16.2682,0.4559343,0.7936978,0.1892191,0.1517766,-1.498719,-0.3629276,Nothing
3.602531,25,2,3,0,0.3889599,0.9212285,0.2375059,11.02845,347.9617,16.26772,0.4559709,0.7936875,0.1891698,0.1518634,-1.499225,-0.3644105,Nothing
3.609921,25,2,3,0,0.3889452,0.9212219,0.2375674,11.0366,347.9543,16.26771,0.456001,0.7936746,0.1891781,0.152037,-1.499534,-0.3648866,Nothing
3.6185,25,2,3,0,0.3889821,0.9211999,0.2376454,11.05021,347.9519,16.26625,0.4559479,0.7936131,0.189261,0.1510753,-1.499698,-0.364264,Nothing
3.626892,25,2,3,0,0.3889933,0.9211863,0.2376809,11.05716,347.9518,16.26464,0.4559686,0.7936003,0.189273,0.1511366,-1.499788,-0.3643468,Nothing
3.634495,25,2,3,0,0.3890531,0.9211218,0.2377063,11.06851,347.9592,16.24962,0.4559561,0.7936142,0.1893015,0.1511317,-1.498839,-0.3639715,Nothing
3.64336,25,2,3,0,0.3890673,0.9210293,0.2376695,11.06667,347.9579,16.22196,0.4559696,0.7935995,0.1893117,0.1521773,-1.497944,-0.3637198,Nothing
3.651382,25,2,3,0,0.3891081,0.9209783,0.2376923,11.06363,347.9521,16.20714,0.4559768,0.7935891,0.1893196,0.1522627,-1.497401,-0.3640051,Nothing
3.661079,25,2,3,0,0.3890435,0.9210448,0.2377302,11.05349,347.9356,16.20648,0.4559842,0.7935717,0.1893298,0.152493,-1.498387,-0.3646688,Nothing
3.668991,25,2,3,0,0.3890372,0.921077,0.23769,11.03592,347.9321,16.21063,0.4558938,0.7935589,0.1893425,0.1515911,-1.498386,-0.3643488,Nothing
3.677269,25,2,3,0,0.3891282,0.9210248,0.2376705,11.03373,347.939,16.20262,0.4558482,0.7936046,0.1893386,0.1509009,-1.496965,-0.3640881,Nothing
3.685616,25,2,3,0,0.3891215,0.9210479,0.2376742,11.02902,347.9361,16.20532,0.4558393,0.7935878,0.1893547,0.1507072,-1.497301,-0.3640265,Nothing
3.693581,25,2,3,0,0.3890981,0.9210795,0.2376942,11.02791,347.9327,16.21176,0.4558184,0.793582,0.189368,0.1504056,-1.497683,-0.3640837,Nothing
3.701164,25,2,3,0,0.3890593,0.9210358,0.2377287,11.02689,347.9312,16.21729,0.4558007,0.7935429,0.1894438,0.150565,-1.497661,-0.363773,Nothing
3.71133,25,2,3,0,0.3890442,0.9210533,0.237755,11.04156,347.9403,16.22124,0.4558063,0.7935356,0.189468,0.1506566,-1.498078,-0.3633421,Nothing
3.718254,25,2,3,0,0.3890715,0.9210703,0.2376958,11.05042,347.9474,16.22381,0.4558063,0.7935421,0.1894613,0.1505014,-1.498097,-0.3624667,Nothing
3.726952,25,2,3,0,0.3891035,0.9210328,0.2377212,11.06695,347.96,16.21532,0.4558827,0.7935801,0.189426,0.1513061,-1.497682,-0.3627766,Nothing
3.734154,25,2,3,0,0.3891075,0.9210235,0.2377407,11.07326,347.9633,16.21398,0.4558947,0.7935886,0.1894271,0.1514439,-1.497598,-0.3628233,Nothing
3.743099,25,2,3,0,0.3891144,0.9208919,0.2377571,11.08076,347.9525,16.1969,0.4559226,0.7935786,0.1894088,0.1522065,-1.496526,-0.3633672,Nothing
3.75108,25,2,3,0,0.389127,0.9208678,0.237746,11.08148,347.9569,16.19374,0.4559333,0.7935899,0.1894164,0.1524676,-1.496158,-0.363189,Nothing
3.76096,25,2,3,0,0.3891455,0.9208804,0.237767,11.0831,347.9626,16.1932,0.4558773,0.7937084,0.1894221,0.1520912,-1.494937,-0.3632964,Nothing
3.769661,25,2,3,0,0.3891239,0.9209223,0.2377313,11.06986,347.9607,16.20195,0.4558765,0.7937307,0.1894207,0.152096,-1.495089,-0.3633066,Nothing
3.776798,25,2,3,0,0.3891164,0.9210334,0.2376958,11.06293,347.9618,16.20608,0.4557568,0.793703,0.1894253,0.1506659,-1.495988,-0.3625653,Nothing
3.784332,25,2,3,0,0.3890874,0.9210877,0.2376266,11.05895,347.9755,16.2198,0.4557323,0.7938143,0.1893933,0.1507621,-1.495436,-0.3622867,Nothing
3.793213,25,2,3,0,0.3890754,0.9211373,0.2375698,11.05831,347.9923,16.22998,0.4557172,0.7939569,0.1893522,0.1509543,-1.494557,-0.3621622,Nothing
3.801201,25,2,3,0,0.3891466,0.9211252,0.2375175,11.0616,348.0025,16.22713,0.4557019,0.7942058,0.1892258,0.1508553,-1.49189,-0.3630407,Nothing
3.810322,25,2,3,0,0.3892362,0.9211541,0.2372621,11.06357,348.0708,16.22471,0.4556853,0.7944609,0.1891203,0.151673,-1.48928,-0.3610892,Nothing
3.818565,25,2,3,0,0.3891274,0.9212244,0.2369811,11.06598,348.1319,16.23587,0.4556773,0.7947627,0.1889603,0.1539584,-1.487341,-0.3599188,Nothing
3.827026,25,2,3,0,0.3891184,0.9214932,0.2362927,11.0399,348.2917,16.29541,0.4556544,0.7950783,0.1888267,0.1555971,-1.486348,-0.3536267,Nothing
3.836117,25,2,3,0,0.3889627,0.9219741,0.2353403,11.04054,348.5903,16.44249,0.4554639,0.7954298,0.1887748,0.1565263,-1.487094,-0.3415468,Nothing
3.845943,25,2,3,0,0.388798,0.9223632,0.2347657,11.03819,348.7605,16.54788,0.4553658,0.7957634,0.1886663,0.1572097,-1.487716,-0.3353787,Nothing
3.854576,25,2,3,0,0.3887391,0.9224163,0.2346169,11.04002,348.8173,16.56797,0.4551806,0.7962055,0.1885318,0.1572278,-1.483687,-0.3351504,Nothing
3.862007,25,2,3,0,0.3889088,0.9221034,0.2349766,11.00535,348.6947,16.47319,0.4548548,0.7969669,0.1884076,0.1556167,-1.471802,-0.3430588,Nothing
3.869217,25,2,3,0,0.3891303,0.9217319,0.235583,10.98363,348.5192,16.36454,0.4545253,0.7977213,0.1882091,0.1525424,-1.459615,-0.3542673,Nothing
