Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,28,2,2,0,0.451766,1.139464,0.3123959,0.8077333,336.6824,28.51384,0.5443987,0.9947156,0.2897786,-0.1236195,-7.818488,-2.637048,Start
3.556137,28,2,2,0,0.451766,1.139464,0.3123959,0.8077333,336.6824,28.51384,0.5443987,0.9947156,0.2897786,-0.1236195,-7.818488,-2.637048,Nothing
3.58374,28,2,2,0,0.4182965,1.126024,0.3149529,355.0006,323.2581,17.71971,0.5084437,1.001153,0.2699719,0.07860342,-1.27342,-1.025405,Nothing
3.594635,28,2,2,0,0.4182876,1.126271,0.3147269,354.9651,323.2708,17.789,0.5082856,1.00112,0.2699177,0.07635339,-1.27583,-1.023988,Nothing
3.607208,28,2,2,0,0.4182399,1.126601,0.314523,354.87,323.2653,17.86917,0.5080476,1.001231,0.2698365,0.07349739,-1.276341,-1.024051,Nothing
3.622116,28,2,2,0,0.4182643,1.126736,0.3143041,354.8107,323.2632,17.91627,0.5078219,1.001013,0.2698012,0.07067621,-1.278764,-1.022612,Nothing
3.630188,28,2,2,0,0.4181865,1.126764,0.3141521,354.7881,323.2502,17.94015,0.5077052,1.00095,0.269708,0.06980757,-1.279292,-1.022557,Nothing
3.638382,28,2,2,0,0.4181607,1.126809,0.3141307,354.7788,323.2367,17.95254,0.5076475,1.000939,0.2696853,0.06894319,-1.279556,-1.022729,Nothing
3.647324,28,2,2,0,0.4181522,1.126826,0.3141533,354.7831,323.2168,17.95407,0.5076972,1.001068,0.2695997,0.06879877,-1.278274,-1.023928,Nothing
3.65535,28,2,2,0,0.4181442,1.126769,0.3142958,354.808,323.1946,17.93291,0.5076597,1.001019,0.2695672,0.06761803,-1.277955,-1.024822,Nothing
3.664108,28,2,2,0,0.4181055,1.126851,0.3143393,354.8227,323.192,17.92944,0.5075064,1.001033,0.2695955,0.06636995,-1.278569,-1.024022,Nothing
3.672104,28,2,2,0,0.4180672,1.126755,0.3142029,354.813,323.1945,17.92935,0.5074431,1.001003,0.2695444,0.06694124,-1.277965,-1.0233,Nothing
3.680862,28,2,2,0,0.4180804,1.126757,0.3141674,354.8056,323.1944,17.93015,0.5073774,1.000987,0.2695227,0.06636159,-1.277883,-1.02288,Nothing
3.688721,28,2,2,0,0.4180679,1.126624,0.3141838,354.7828,323.2013,17.93602,0.5072507,1.00083,0.2695698,0.06564619,-1.277627,-1.022378,Nothing
3.696793,28,2,2,0,0.4181509,1.126635,0.3140965,354.7636,323.2219,17.93011,0.5072021,1.000882,0.2695585,0.06569848,-1.276944,-1.021156,Nothing
3.705353,28,2,2,0,0.4182557,1.126749,0.3139277,354.7536,323.2565,17.94203,0.507229,1.000862,0.2695086,0.06562703,-1.278429,-1.019775,Nothing
3.713501,28,2,2,0,0.4183691,1.126731,0.3138936,354.7487,323.2771,17.94023,0.5071992,1.000883,0.269535,0.06531858,-1.277954,-1.018315,Nothing
3.721619,28,2,2,0,0.4182769,1.126877,0.3139141,354.7538,323.2975,17.9564,0.5071298,1.00092,0.2695215,0.06488366,-1.279181,-1.018564,Nothing
3.730286,28,2,2,0,0.4183108,1.126818,0.313882,354.7668,323.3103,17.96556,0.5070841,1.000894,0.2695213,0.06444188,-1.279097,-1.017417,Nothing
3.742905,28,2,2,0,0.4183007,1.126821,0.3139169,354.7837,323.3115,17.97074,0.5070576,1.00083,0.2695467,0.06385919,-1.279979,-1.017095,Nothing
3.749298,28,2,2,0,0.4181954,1.126746,0.3140498,354.8125,323.3155,17.98181,0.5069491,1.00066,0.2696238,0.06287882,-1.281271,-1.016984,Nothing
3.764267,28,2,2,0,0.4183633,1.126622,0.3141949,354.8385,323.3094,17.94987,0.5069187,1.000569,0.2696353,0.06114169,-1.28058,-1.016343,Nothing
3.771454,28,2,2,0,0.4184165,1.126688,0.3140557,354.8411,323.3263,17.9331,0.5068683,1.000554,0.2696284,0.06141411,-1.281613,-1.014523,Nothing
