Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,19,3,1,2,0.3086561,0.9474617,-0.07012078,359.0413,84.15073,268.5351,0.3668043,0.9334923,-0.1322612,1.524857,7.931383,5.97146,Start
0.0002441406,19,3,1,2,0.3086561,0.9474617,-0.07012078,359.0413,84.15073,268.5351,0.3668043,0.9334923,-0.1322612,1.524857,7.931383,5.97146,Nothing
0.00970459,19,3,1,2,0.3067571,0.9489293,-0.06598448,358.8426,82.5582,268.6205,0.3662111,0.9422449,-0.1340348,0.6852609,8.774742,5.822676,Nothing
0.02764893,19,3,1,2,0.3064083,0.9489447,-0.06650858,358.7443,82.60473,268.6485,0.3651696,0.9438575,-0.1346553,0.5120769,8.766226,5.750868,Nothing
0.03912354,19,3,1,2,0.3060111,0.9491558,-0.06753524,358.6128,82.774,268.5592,0.3642313,0.9451336,-0.1351587,0.3890929,8.678773,5.723196,Nothing
0.05493164,19,3,1,2,0.3056999,0.9491572,-0.06879018,358.4861,83.06207,268.4337,0.3631615,0.9462215,-0.1358887,0.2580466,8.5762,5.688368,Nothing
0.06256104,19,3,1,2,0.3059475,0.9485438,-0.06852678,358.6581,83.02956,268.4615,0.3629762,0.9460648,-0.1358508,0.1899918,8.597328,5.632992,Nothing
0.07122803,19,3,1,2,0.3059106,0.9478768,-0.06914368,358.7678,83.18434,268.4186,0.361745,0.946935,-0.1364387,-0.007633134,8.557035,5.52313,Nothing
0.07940674,19,3,1,2,0.3060867,0.9473648,-0.0690721,358.9035,83.19726,268.4186,0.3615979,0.9467796,-0.1364293,-0.06296587,8.556999,5.488163,Nothing
0.08764648,19,3,1,2,0.3064505,0.9456835,-0.06947486,359.2806,83.36433,268.377,0.3600788,0.9474216,-0.137087,-0.3778621,8.5363,5.296256,Nothing
0.09655762,19,3,1,2,0.3067439,0.9442905,-0.0692435,359.5922,83.39506,268.4119,0.3585209,0.9479768,-0.1377265,-0.6318623,8.602488,5.07579,Nothing
0.104248,19,3,1,2,0.3067134,0.9444411,-0.06757358,359.5929,83.01541,268.6692,0.3583793,0.9478425,-0.1376338,-0.5657374,8.820111,4.983169,Nothing
0.1132813,19,3,1,2,0.3069611,0.9431625,-0.06796356,359.8927,83.17853,268.6976,0.3568526,0.948348,-0.1382316,-0.7951819,8.800343,4.798651,Nothing
0.1211548,19,3,1,2,0.3068264,0.9434187,-0.06873206,359.8003,83.39667,268.591,0.3568648,0.9483492,-0.1382279,-0.7713262,8.694111,4.860374,Nothing
0.1296997,19,3,1,2,0.3068021,0.9427478,-0.070178,359.8757,83.79532,268.368,0.3553452,0.9490197,-0.1388042,-0.9635425,8.532936,4.758275,Nothing
0.1373901,19,3,1,2,0.3068144,0.9424883,-0.07108362,359.9095,83.95677,268.0952,0.3554079,0.9490092,-0.1388291,-1.032087,8.412442,4.79862,Nothing
0.1461792,19,3,1,2,0.3071683,0.9410092,-0.07219338,0.1741752,84.15779,267.6593,0.3541896,0.949701,-0.1395455,-1.367061,8.312097,4.646424,Nothing
0.1541138,19,3,1,2,0.3070047,0.9413152,-0.07151393,0.1098756,83.99249,267.8106,0.3542722,0.9496737,-0.1395227,-1.304623,8.409737,4.644019,Nothing
0.1625977,19,3,1,2,0.3069587,0.9407369,-0.07171404,0.20159,84.04389,267.7689,0.3530247,0.9502915,-0.1401327,-1.458017,8.431848,4.505398,Nothing
0.1710205,19,3,1,2,0.3064165,0.94218,-0.0705138,359.8844,83.84868,268.2842,0.3531174,0.9502406,-0.1402019,-1.188287,8.620748,4.539983,Nothing
0.1796875,19,3,1,2,0.3058344,0.9432348,-0.0687762,359.6142,83.58785,268.8528,0.351817,0.9507185,-0.1408166,-1.020785,8.917292,4.390697,Nothing
0.1870728,19,3,1,2,0.3057912,0.943058,-0.06844345,359.6542,83.52951,268.8286,0.3517731,0.9506102,-0.1407899,-1.036506,8.956483,4.376961,Nothing
0.1966553,19,3,1,2,0.3055719,0.9427569,-0.06638651,359.6755,83.08361,269.0751,0.3504028,0.9510205,-0.1413403,-1.08893,9.278502,4.137477,Nothing
0.2047729,19,3,1,2,0.305809,0.9420114,-0.06587581,359.8364,82.92332,268.9506,0.3503364,0.9509322,-0.1412172,-1.198367,9.326461,4.068382,Nothing
0.2124634,19,3,1,2,0.3058513,0.9408547,-0.06355819,0.06521637,82.39517,269.0597,0.3489473,0.9513894,-0.1417706,-1.390137,9.671784,3.768195,Nothing
0.2210693,19,3,1,2,0.306037,0.9393547,-0.06090181,0.3965657,81.80949,269.1584,0.3475314,0.951902,-0.1421261,-1.632584,10.02905,3.425531,Nothing
0.2293701,19,3,1,2,0.3063985,0.9385906,-0.06048369,0.6184908,81.6937,269.1286,0.3476368,0.9520014,-0.1420592,-1.751656,10.06956,3.362926,Nothing
0.2384644,19,3,1,2,0.3067786,0.9363749,-0.0575184,1.128193,80.98936,269.2422,0.346523,0.9525882,-0.1424925,-2.086131,10.47284,2.984032,Nothing
0.2457275,19,3,1,2,0.3069033,0.9358096,-0.05716807,1.27241,80.89845,269.2601,0.3467119,0.9526545,-0.1424501,-2.164109,10.51383,2.962527,Nothing
0.2543945,19,3,1,2,0.3074338,0.9328903,-0.05385258,1.970184,80.12285,269.4148,0.3458064,0.9533167,-0.1426386,-2.579733,10.92821,2.545762,Nothing
0.2624512,19,3,1,2,0.3075554,0.9326351,-0.05391909,2.047042,80.14177,269.4225,0.3458378,0.9532933,-0.1425921,-2.608323,10.91262,2.537004,Nothing
0.2712402,19,3,1,2,0.3081217,0.9295775,-0.05082418,2.760591,79.43746,269.5637,0.3449586,0.9536292,-0.1427167,-2.992658,11.28508,2.118204,Nothing
0.2796631,19,3,1,2,0.3080523,0.9295362,-0.05156498,2.738641,79.68359,269.6005,0.344932,0.9534609,-0.1426405,-2.972451,11.18457,2.190441,Nothing
0.2880249,19,3,1,2,0.3086815,0.9268037,-0.04908935,3.356782,79.16682,269.776,0.3438826,0.9534696,-0.1427826,-3.260938,11.47559,1.790506,Nothing
0.2957764,19,3,1,2,0.3086868,0.9271168,-0.0496467,3.274281,79.32806,269.8245,0.343732,0.9532845,-0.142774,-3.192012,11.40479,1.825111,Nothing
0.305481,19,3,1,2,0.3092043,0.9249882,-0.04859964,3.721222,79.14754,270.1359,0.342284,0.9530461,-0.1427203,-3.345298,11.49925,1.504157,Nothing
0.3210449,19,3,1,2,0.3095578,0.9232873,-0.04803898,4.102655,79.21304,270.7679,0.3408942,0.9524478,-0.1427081,-3.341768,11.55988,1.274721,Nothing
0.3294067,19,3,1,2,0.3095035,0.9234963,-0.04820968,4.060171,79.26897,270.8286,0.3408161,0.9522067,-0.1425355,-3.278014,11.52138,1.296953,Nothing
0.3377075,19,3,1,2,0.3095892,0.9230459,-0.04758292,4.148319,79.34652,271.4472,0.3394322,0.9513568,-0.1424206,-3.09658,11.57953,1.13173,Nothing
0.3470459,19,3,1,2,0.3096419,0.9228907,-0.04652872,4.154506,79.25153,271.9144,0.3382096,0.9500198,-0.1420714,-2.850066,11.65457,0.9615097,Nothing
0.3538208,19,3,1,2,0.3094777,0.9235054,-0.04626205,3.982156,79.10473,271.6936,0.3383077,0.9497063,-0.1418832,-2.78364,11.65798,0.9774224,Nothing
0.364563,19,3,1,2,0.309469,0.9232552,-0.04500695,4.00119,78.92555,271.9846,0.3372056,0.94802,-0.1412967,-2.543767,11.72137,0.8123703,Nothing
0.3795776,19,3,1,2,0.309216,0.9229831,-0.04407704,3.98276,78.62935,271.8883,0.3364719,0.9461698,-0.140209,-2.373001,11.68684,0.7149692,Nothing
0.3878784,19,3,1,2,0.3092002,0.9230024,-0.04454789,3.963663,78.71275,271.8278,0.3366548,0.9460891,-0.1400495,-2.379404,11.6153,0.7705085,Nothing
0.3959351,19,3,1,2,0.3092169,0.9227663,-0.0446519,3.964377,78.743,271.8947,0.3361159,0.9445126,-0.1390767,-2.212422,11.47679,0.7484521,Nothing
0.4042358,19,3,1,2,0.3093513,0.9229469,-0.04556904,3.956401,78.96101,271.8418,0.3363709,0.9446425,-0.1391609,-2.225339,11.37863,0.8247582,Nothing
0.4130859,19,3,1,2,0.3094062,0.9230168,-0.04657066,3.897004,79.17879,271.82,0.3361658,0.9433683,-0.138359,-2.08315,11.15713,0.8906184,Nothing
0.4214478,19,3,1,2,0.3095041,0.9230365,-0.04694273,3.880919,79.22193,271.7502,0.3363513,0.9433698,-0.138451,-2.096984,11.12365,0.9158438,Nothing
0.4295654,19,3,1,2,0.309764,0.9230413,-0.04816014,3.815506,79.45937,271.6617,0.3363288,0.9421673,-0.1376824,-1.983457,10.87852,0.9836392,Nothing
0.437561,19,3,1,2,0.3098246,0.9231136,-0.04840352,3.806604,79.49846,271.6473,0.3364525,0.9423347,-0.1376529,-1.999347,10.8477,1.003613,Nothing
0.4470215,19,3,1,2,0.3101232,0.9231989,-0.05010049,3.727031,79.85509,271.6179,0.3367387,0.9413867,-0.136738,-1.899894,10.53648,1.133664,Nothing
0.4556274,19,3,1,2,0.3102155,0.9231864,-0.05038201,3.738491,79.93874,271.6557,0.3369082,0.9414757,-0.1366958,-1.908049,10.50073,1.163124,Nothing
0.4628906,19,3,1,2,0.3107013,0.9229303,-0.05240256,3.744018,80.40289,271.6655,0.3373995,0.9404519,-0.1357004,-1.83692,10.14175,1.312178,Nothing
