Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
0,29,1,0,0,0.5962172,0.9664567,0.4629013,43.70221,9.560861,31.63111,0.667043,0.9301841,0.4277491,1.448765,-2.580166,0.2907189,Start
4.494644,29,1,0,0,0.5962172,0.9664567,0.4629013,43.70221,9.560861,31.63111,0.667043,0.9301841,0.4277491,1.448765,-2.580166,0.2907189,Nothing
4.561249,29,1,0,0,0.5766125,0.9195661,0.4908308,26.38902,325.4665,358.4744,0.7179208,0.9276586,0.4621595,4.815814,-1.722121,-4.594863,Nothing
4.577377,29,1,0,0,0.5768191,0.9193053,0.4910696,26.15,325.2923,358.2454,0.7181397,0.9277995,0.462111,4.799557,-1.678693,-4.634359,Nothing
4.588425,29,1,0,0,0.5771523,0.9191245,0.4911487,25.93189,325.1634,358.0052,0.7183622,0.9279124,0.4618992,4.782395,-1.63747,-4.664489,Nothing
4.60524,29,1,0,0,0.5774749,0.9187419,0.4911888,25.68612,325.0627,357.751,0.7186514,0.9280995,0.4616094,4.769166,-1.581324,-4.702188,Nothing
4.621078,29,1,0,0,0.5776927,0.9185996,0.4912375,25.54746,325.0128,357.6283,0.7186419,0.9280869,0.4615042,4.754496,-1.556566,-4.712628,Nothing
4.629974,29,1,0,0,0.5780383,0.9184881,0.4914962,25.10635,324.8452,357.3736,0.7189909,0.9280832,0.4611725,4.729519,-1.511462,-4.761436,Nothing
4.637726,29,1,0,0,0.5780732,0.9185845,0.4916421,24.9557,324.7762,357.3463,0.7191864,0.9281182,0.4610642,4.72336,-1.508044,-4.782771,Nothing
4.645844,29,1,0,0,0.5781272,0.9187133,0.4919745,24.61921,324.615,357.2401,0.7194359,0.9280583,0.460877,4.704981,-1.496447,-4.824187,Nothing
4.65419,29,1,0,0,0.5780562,0.9189566,0.4922449,24.34948,324.4773,357.1984,0.7196505,0.928035,0.4608395,4.696431,-1.495082,-4.85519,Nothing
